koi_disposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_sma,koi_incl,koi_model_snr,koi_count,koi_bin_oedp_sig,koi_datalink_dvr,koi_steff,koi_slogg,koi_srad,koi_smass,koi_sage,koi_kepmag,label,kepid,split,split_label
FALSE POSITIVE,8.627475562,139.9908385,2454972.991,0,1.141,4.65505,36784.0,0.1002,84.61,1157.5,1,0.2801,012/012367/012367310/dv/kplr012367310-20160209194854_dvr.pdf,5146,3.475,4.063,1.795,,13.835,0,12367310,train,0
FALSE POSITIVE,4.816610903,133.763636,2454966.764,0,0.431,3.82353,80226.0,0.0536,87.85,759.1,1,0.001,010/010710/010710755/dv/kplr010710755-20160209194854_dvr.pdf,5796,4.472,0.904,0.885,,14.843,0,10710755,train,0
FALSE POSITIVE,249.3621183,279.658296,2455112.658,0,1.17,8.3559,35830.0,0.7359,89.65,846.1,1,0.0108,010/010845/010845188/dv/kplr010845188-20160209194854_dvr.pdf,5940,4.352,1.02,0.853,,13.867,0,10845188,train,0
FALSE POSITIVE,37.60166128,194.713383,2455027.713,0,0.408,8.30604,59130.0,0.219,89.42,1667.3,1,0.1243,008/008605/008605074/dv/kplr008605074-20160209194854_dvr.pdf,6140,4.354,1.096,0.989,,15.505,0,8605074,train,0
FALSE POSITIVE,2.682767439,131.570648,2454964.571,0,0.509,4.58143,394410.0,0.0379,85.88,508.4,1,-1.0,008/008299/008299947/dv/kplr008299947-20160209194854_dvr.pdf,5780,4.438,1.0,1.0,,17.743,0,8299947,train,0
CANDIDATE,130.3543929,144.06022,2454977.06,0,0.675,6.474,5128.7,0.5183,89.7,103.7,1,0.701,006/006504/006504954/dv/kplr006504954-20160209194854_dvr.pdf,5970,4.463,1.015,1.089,,15.254,1,6504954,train,1
FALSE POSITIVE,5.874197307,134.3187261,2454967.319,0,0.7,4.26585,205700.0,0.0635,87.14,2200.0,1,0.6071,007/007750/007750740/dv/kplr007750740-20160209194854_dvr.pdf,6103,4.363,1.083,0.987,,14.857,0,7750740,train,0
FALSE POSITIVE,117.6813778,147.206961,2454980.207,0,0.433,12.7591,45362.0,0.5065,89.69,2426.9,1,0.3982,003/003442/003442054/dv/kplr003442054-20160209194854_dvr.pdf,6429,3.899,2.079,1.25,,12.112,0,3442054,train,0
FALSE POSITIVE,14.08677696,140.287018,2454973.287,0,0.603,10.1279,106840.0,0.1308,87.23,1856.9,1,0.2024,006/006109/006109688/dv/kplr006109688-20160209194854_dvr.pdf,7138,4.062,1.89,1.5,,12.271,0,6109688,train,0
FALSE POSITIVE,21.53926924,144.1542761,2454977.154,0,0.908,5.32432,143750.0,0.1503,88.62,2642.2,1,0.8432,005/005460/005460835/dv/kplr005460835-20160209194854_dvr.pdf,6136,4.487,0.933,0.973,,14.293,0,5460835,train,0
FALSE POSITIVE,0.517573708,131.5161551,2454964.516,0,1.021,2.23102,87205.0,0.0116,63.13,740.2,1,-1.0,010/010264/010264202/dv/kplr010264202-20160209194854_dvr.pdf,5427,4.633,0.7,0.776,,15.777,0,10264202,train,0
CANDIDATE,8.13121389,137.99254,2454970.993,0,0.622,4.2386,111.8,0.0848,86.95,55.3,3,0.011,005/005866/005866724/dv/kplr005866724-20160209194854_dvr.pdf,6181,4.22,1.424,1.231,,11.018,1,5866724,train,1
FALSE POSITIVE,0.676990194,131.8017098,2454964.802,0,1.223,1.69459,20506.0,0.0146,61.44,997.0,1,-1.0,006/006531/006531485/dv/kplr006531485-20160209194854_dvr.pdf,5813,4.568,0.816,0.903,,15.553,0,6531485,train,0
FALSE POSITIVE,11.03571773,137.28413,2454970.284,0,0.911,5.62958,144960.0,0.0938,87.15,959.6,1,0.1241,009/009591/009591728/dv/kplr009591728-20160209194854_dvr.pdf,6201,4.213,1.23,0.9,,14.916,0,9591728,train,0
FALSE POSITIVE,2.534740757,133.477837,2454966.478,0,0.51,4.85013,364350.0,0.0339,85.29,675.7,1,-1.0,008/008736/008736245/dv/kplr008736245-20160209194854_dvr.pdf,5810,4.56,0.781,0.808,,13.798,0,8736245,train,0
FALSE POSITIVE,3.963787093,135.029951,2454968.03,0,0.95,3.10316,25015.0,0.0521,82.74,584.8,1,0.8543,011/011867/011867071/dv/kplr011867071-20160209194854_dvr.pdf,6617,4.373,1.18,1.202,,14.281,0,11867071,train,0
FALSE POSITIVE,14.19984009,135.748091,2454968.748,0,0.772,5.98531,214600.0,0.115,88.19,1408.6,1,-1.0,009/009509/009509207/dv/kplr009509207-20160209194854_dvr.pdf,5864,4.139,1.414,1.005,,13.135,0,9509207,train,0
FALSE POSITIVE,67.41958542,133.431122,2454966.431,0,0.72,7.645,182170.0,0.313,89.52,836.0,1,0.03,003/003247/003247294/dv/kplr003247294-20160209194854_dvr.pdf,6071,4.425,0.962,0.898,,13.924,0,3247294,train,0
FALSE POSITIVE,0.718643659,131.889141,2454964.889,0,0.922,2.51246,124930.0,0.0155,70.96,575.0,1,-1.0,008/008155/008155368/dv/kplr008155368-20160209194854_dvr.pdf,5853,4.483,0.934,0.967,,15.121,0,8155368,train,0
FALSE POSITIVE,3.711013336,132.4882537,2454965.488,0,1.192,3.31024,24989.0,0.0473,79.53,757.0,1,0.0,003/003335/003335816/dv/kplr003335816-20160209194854_dvr.pdf,6338,4.256,1.247,1.021,,12.084,0,3335816,train,0
FALSE POSITIVE,1.217266418,133.328666,2454966.329,0,0.878,3.3208,5811.5,0.0248,64.01,603.4,1,0.8964,005/005963/005963222/dv/kplr005963222-20160209194854_dvr.pdf,6631,4.145,1.638,1.366,,13.371,0,5963222,train,0
FALSE POSITIVE,2.709570339,134.084891,2454967.085,0,1.238,5.57527,13171.0,0.0435,62.78,900.9,1,0.6755,012/012645/012645761/dv/kplr012645761-20160209194854_dvr.pdf,5030,3.18,5.208,1.498,,13.368,0,12645761,train,0
FALSE POSITIVE,11.08262263,746.1967676,2455579.197,0,0.207,6.62584,268720.0,0.0969,89.37,1725.6,1,-1.0,009/009468/009468384/dv/kplr009468384-20160209194854_dvr.pdf,5831,4.503,0.922,0.988,,16.411,0,9468384,train,0
FALSE POSITIVE,19.51501329,136.215942,2454969.216,0,0.692,4.59379,256440.0,0.1369,89.13,1018.8,1,0.0008,010/010518/010518735/dv/kplr010518735-20160209194854_dvr.pdf,5349,4.531,0.851,0.897,,16.739,0,10518735,train,0
CANDIDATE,6.91134223,136.64878,2454969.649,0,0.259,5.6743,201.7,0.072,88.37,44.0,1,0.9058,011/011193/011193263/dv/kplr011193263-20160209194854_dvr.pdf,5685,4.194,1.35,1.039,,14.056,1,11193263,train,1
CANDIDATE,8.47237911,174.16212,2455007.162,0,0.022,2.7245,1123.5,0.0778,89.95,47.6,2,0.9241,012/012470/012470844/dv/kplr012470844-20160209194854_dvr.pdf,5354,4.587,0.788,0.884,,15.339,1,12470844,train,1
FALSE POSITIVE,14.18022831,143.127623,2454976.128,0,0.795,4.5344,172740.0,0.1154,88.5,472.3,1,0.7412,012/012459/012459731/dv/kplr012459731-20160209194854_dvr.pdf,6289,4.33,1.142,1.015,,17.427,0,12459731,train,0
CANDIDATE,8.22241355,172.95657,2455005.957,0,0.246,2.71,1468.6,0.0683,89.39,67.0,1,0.031,005/005340/005340644/dv/kplr005340644-20160209194854_dvr.pdf,4213,4.658,0.615,0.626,,15.0,1,5340644,train,1
FALSE POSITIVE,2.470283788,133.251861,2454966.252,0,0.804,7.8391,193830.0,0.0451,76.13,967.7,1,-1.0,004/004851/004851217/dv/kplr004851217-20160209194854_dvr.pdf,7823,3.885,2.675,2.002,,11.108,0,4851217,train,0
FALSE POSITIVE,0.784294574,132.2265109,2454965.227,0,0.764,4.18831,212530.0,0.0174,69.96,1751.1,1,-1.0,008/008953/008953296/dv/kplr008953296-20160209194854_dvr.pdf,6576,4.171,1.455,1.147,,13.901,0,8953296,train,0
CANDIDATE,3.728732147,171.793255,2455004.793,0,0.558,2.683,5226.5,0.0455,86.7,345.2,1,0.6769,011/011812/011812062/dv/kplr011812062-20160209194854_dvr.pdf,5497,4.577,0.809,0.907,,15.523,1,11812062,train,1
FALSE POSITIVE,2.845739012,134.279738,2454967.28,0,1.213,11.9327,24392.0,0.0399,49.84,488.6,1,0.454,005/005467/005467102/dv/kplr005467102-20160209194854_dvr.pdf,5982,4.493,0.96,1.047,,15.362,0,5467102,train,0
FALSE POSITIVE,14.40585744,360.3847471,2455193.385,0,0.001,5.48509,30431.0,0.1174,90.0,2294.1,2,0.9844,007/007037/007037540/dv/kplr007037540-20160209194854_dvr.pdf,5945,4.196,1.346,1.039,,14.808,0,7037540,train,0
CANDIDATE,13.74883059,179.279158,2455012.279,0,0.658,6.0968,425.9,0.1174,87.19,167.6,3,0.8938,006/006196/006196457/dv/kplr006196457-20160209194854_dvr.pdf,5862,4.05,1.67,1.142,,11.565,1,6196457,train,1
FALSE POSITIVE,17.84432316,133.6947708,2454966.695,0,0.757,5.07999,222360.0,0.1357,88.81,4456.6,1,0.1518,005/005807/005807579/dv/kplr005807579-20160209194854_dvr.pdf,5993,4.114,1.485,1.046,,13.745,0,5807579,train,0
FALSE POSITIVE,7.143708297,137.8041949,2454970.804,0,0.162,5.83451,202680.0,0.0694,89.3,2368.6,1,-1.0,010/010794/010794242/dv/kplr010794242-20160209194854_dvr.pdf,5655,4.386,0.992,0.873,,14.17,0,10794242,train,0
FALSE POSITIVE,18.7952698,138.6686066,2454971.669,0,0.201,9.9816,28241.0,0.1403,89.29,3596.6,1,0.8533,006/006762/006762829/dv/kplr006762829-20160209194854_dvr.pdf,5623,3.925,1.841,1.038,,13.941,0,6762829,train,0
CANDIDATE,18.47762694,185.269061,2455018.269,0,0.712,1.94,2604.6,0.0887,89.27,75.7,1,0.7055,008/008845/008845205/dv/kplr008845205-20160209194854_dvr.pdf,3395,4.97,0.283,0.271,,14.708,1,8845205,train,1
FALSE POSITIVE,1.587485742,132.138538,2454965.139,0,0.259,7.7489,246570.0,0.0258,83.87,996.8,1,-1.0,008/008016/008016214/dv/kplr008016214-20160209194854_dvr.pdf,5863,4.566,0.821,0.908,,14.364,0,8016214,train,0
CANDIDATE,4.603575293,171.840124,2455004.84,0,0.246,2.3499,440.4,0.0503,89.05,79.7,1,0.9048,006/006063/006063220/dv/kplr006063220-20160209194854_dvr.pdf,4783,4.602,0.741,0.805,,12.97,1,6063220,train,1
FALSE POSITIVE,7.061149921,134.558528,2454967.559,0,0.912,3.33515,131260.0,0.0683,87.3,631.5,1,0.9222,010/010259/010259029/dv/kplr010259029-20160209194854_dvr.pdf,5585,4.564,0.798,0.852,,17.115,0,10259029,train,0
CANDIDATE,11.12827427,139.54417,2454972.544,0,0.594,2.6118,6057.0,0.0781,88.83,65.6,3,0.7763,009/009837/009837661/dv/kplr009837661-20160209194854_dvr.pdf,3640,4.744,0.503,0.513,,16.835,1,9837661,train,1
FALSE POSITIVE,4.320850062,132.4183917,2454965.418,0,1.087,4.26661,75927.0,0.0526,82.28,1691.5,1,0.3053,004/004149/004149684/dv/kplr004149684-20160209194854_dvr.pdf,6098,4.384,1.083,1.034,,13.928,0,4149684,train,0
FALSE POSITIVE,0.721624431,131.859672,2454964.86,0,0.855,2.54242,157750.0,0.0139,73.16,514.4,1,0.0,006/006697/006697716/dv/kplr006697716-20160209194854_dvr.pdf,5067,4.565,0.715,0.686,,14.424,0,6697716,train,0
FALSE POSITIVE,2.900613144,133.422871,2454966.423,0,0.334,3.7357,165480.0,0.039,87.6,617.7,1,0.1446,004/004386/004386047/dv/kplr004386047-20160209194854_dvr.pdf,5977,4.472,0.931,0.94,,16.943,0,4386047,train,0
FALSE POSITIVE,12.82327546,136.1765764,2454969.177,0,0.93,5.32062,121990.0,0.1039,87.52,2541.7,1,0.0442,008/008312/008312222/dv/kplr008312222-20160209194854_dvr.pdf,5973,4.562,0.826,0.907,,15.626,0,8312222,train,0
FALSE POSITIVE,5.270733213,136.180853,2454969.181,0,0.428,2.7822,293640.0,0.0519,88.83,553.0,1,0.0,005/005462/005462901/dv/kplr005462901-20160209194854_dvr.pdf,4348,4.601,0.678,0.669,,15.953,0,5462901,train,0
FALSE POSITIVE,9.089355023,139.083714,2454972.084,0,0.647,6.4006,101480.0,0.1011,87.01,756.4,1,0.0,010/010549/010549576/dv/kplr010549576-20160209194854_dvr.pdf,7675,4.051,2.015,1.665,,13.015,0,10549576,train,0
CANDIDATE,7.748094239,174.997206,2455007.997,0,0.517,3.5957,2472.1,0.081,88.02,113.2,1,0.0761,004/004664/004664847/dv/kplr004664847-20160209194854_dvr.pdf,5973,4.439,1.085,1.181,,15.67,1,4664847,train,1
CANDIDATE,160.8845197,277.504342,2455110.504,0,0.284,10.8771,7590.4,0.5416,89.86,526.1,1,0.6479,004/004150/004150804/dv/kplr004150804-20160209194854_dvr.pdf,5650,4.313,1.044,0.818,,12.888,1,4150804,train,1
FALSE POSITIVE,6.474202359,134.3950738,2454967.395,0,0.448,3.35989,203490.0,0.0578,88.71,1284.0,1,-1.0,009/009714/009714358/dv/kplr009714358-20160209194854_dvr.pdf,4947,4.636,0.624,0.614,,14.998,0,9714358,train,0
FALSE POSITIVE,8.480304281,135.854534,2454968.855,0,0.235,7.46159,83115.0,0.0947,88.76,5219.5,1,0.4483,009/009851/009851142/dv/kplr009851142-20160209194854_dvr.pdf,7059,3.946,2.21,1.571,,7.631,0,9851142,train,0
FALSE POSITIVE,1.655472351,133.126106,2454966.126,0,0.836,5.09197,174200.0,0.0295,75.63,823.8,1,0.2316,007/007385/007385478/dv/kplr007385478-20160209194854_dvr.pdf,6725,3.86,2.171,1.247,,11.471,0,7385478,train,0
CANDIDATE,6.308201629,174.047661,2455007.048,0,0.03,2.9785,1328.5,0.0654,89.9,86.2,3,0.4186,007/007825/007825899/dv/kplr007825899-20160209194854_dvr.pdf,5191,4.564,0.837,0.937,,15.258,1,7825899,train,1
CANDIDATE,0.577369336,132.425795,2454965.426,0,0.032,1.0852,400.4,0.0125,89.56,68.3,1,0.8653,010/010024/010024051/dv/kplr010024051-20160209194854_dvr.pdf,5255,4.617,0.716,0.776,,14.859,1,10024051,train,1
FALSE POSITIVE,18.79862195,138.028268,2454971.028,0,0.524,7.4782,380200.0,0.1331,88.99,551.3,1,-1.0,002/002437/002437149/dv/kplr002437149-20160209194854_dvr.pdf,5334,4.585,0.796,0.893,,17.628,0,2437149,train,0
CANDIDATE,4.9213639,174.299322,2455007.299,0,0.026,1.8806,761.3,0.0532,89.93,77.7,2,0.7463,007/007440/007440748/dv/kplr007440748-20160209194854_dvr.pdf,5076,4.55,0.799,0.827,,14.196,1,7440748,train,1
CANDIDATE,3.504691252,133.511941,2454966.512,0,0.741,1.9811,315.1,0.0434,85.52,67.5,3,0.6119,008/008644/008644288/dv/kplr008644288-20160209194854_dvr.pdf,5356,4.338,1.055,0.882,,13.549,1,8644288,train,1
FALSE POSITIVE,5.882036054,131.7687637,2454964.769,0,1.183,5.16326,238520.0,0.0635,84.87,2168.4,1,-1.0,008/008618/008618226/dv/kplr008618226-20160209194854_dvr.pdf,5837,4.282,1.187,0.983,,13.781,0,8618226,train,0
FALSE POSITIVE,63.68192888,167.547736,2455000.548,0,0.583,12.6047,341720.0,0.3108,89.43,963.5,1,-1.0,004/004736/004736208/dv/kplr004736208-20160209194854_dvr.pdf,5979,4.386,1.054,0.986,,14.995,0,4736208,train,0
FALSE POSITIVE,14.76288917,133.7747853,2454966.775,0,1.046,6.52705,79330.0,0.1128,86.68,1779.1,1,0.0402,010/010592/010592163/dv/kplr010592163-20160209194854_dvr.pdf,5691,4.354,1.031,0.875,,15.095,0,10592163,train,0
FALSE POSITIVE,5.519188936,134.470023,2454967.47,0,0.459,7.1351,217070.0,0.0569,86.76,2270.6,1,-1.0,005/005730/005730394/dv/kplr005730394-20160209194854_dvr.pdf,5324,4.439,0.897,0.805,,16.117,0,5730394,train,0
FALSE POSITIVE,3.471399214,133.7510303,2454966.751,0,1.014,5.07707,92285.0,0.0492,79.92,3230.4,1,0.0,003/003542/003542573/dv/kplr003542573-20160209194854_dvr.pdf,6026,4.101,1.689,1.315,,12.161,0,3542573,train,0
FALSE POSITIVE,29.01585293,138.402477,2454971.402,0,12.223,7.19844,71432.0,0.1745,81.57,1268.8,1,0.801,007/007136/007136958/dv/kplr007136958-20160209194854_dvr.pdf,5783,4.415,0.941,0.841,,15.546,0,7136958,train,0
CANDIDATE,122.3858681,150.41158,2454983.412,0,0.101,7.123,711.1,0.4324,89.96,46.3,5,0.5096,009/009002/009002278/dv/kplr009002278-20160209194854_dvr.pdf,4926,4.653,0.662,0.727,,13.725,1,9002278,train,1
CANDIDATE,19.25404023,164.78424,2454997.784,0,0.548,4.6509,987.7,0.1424,88.86,50.7,2,0.3284,006/006932/006932987/dv/kplr006932987-20160209194854_dvr.pdf,5798,4.507,0.941,1.038,,15.368,1,6932987,train,1
CANDIDATE,1295.362215,176.10646,2455009.106,0,1.3935,28.297,8708.0,2.2372,89.38,164.0,2,,,5609,4.346,1.048,0.889,,14.215,1,3644071,train,1
CANDIDATE,3.797018259,133.508776,2454966.509,0,0.321,2.2608,14431.0,0.0457,88.65,1549.0,1,0.1145,005/005357/005357901/dv/kplr005357901-20160209194854_dvr.pdf,5167,4.527,0.848,0.883,,14.741,1,5357901,train,1
FALSE POSITIVE,2.105238039,132.675463,2454965.675,0,0.83,5.23595,94675.0,0.0336,76.22,1071.9,1,-1.0,007/007919/007919653/dv/kplr007919653-20160209194854_dvr.pdf,5947,3.943,1.885,1.137,,13.796,0,7919653,train,0
FALSE POSITIVE,4.426344495,134.231165,2454967.231,0,0.668,5.84235,276140.0,0.0534,85.43,732.5,1,-1.0,004/004839/004839180/dv/kplr004839180-20160209194854_dvr.pdf,6228,4.277,1.226,1.034,,13.501,0,4839180,train,0
FALSE POSITIVE,38.05814006,142.4101791,2454975.41,0,0.63,8.82403,308870.0,0.2422,89.26,3602.0,1,-1.0,007/007677/007677005/dv/kplr007677005-20160209194854_dvr.pdf,6894,4.25,1.419,1.317,,12.178,0,7677005,train,0
CANDIDATE,0.933745798,131.52118,2454964.521,0,0.961,6.447,613.8,0.0195,26.09,75.3,1,0.0681,006/006114/006114140/dv/kplr006114140-20160209194854_dvr.pdf,6367,4.419,1.087,1.131,,15.485,1,6114140,train,1
CANDIDATE,9.94602357,171.70192,2455004.702,0,0.035,3.3862,994.5,0.0864,89.91,51.0,3,0.9597,009/009415/009415172/dv/kplr009415172-20160209194854_dvr.pdf,5344,4.365,1.013,0.867,,15.596,1,9415172,train,1
FALSE POSITIVE,41.07759033,173.7358974,2455006.736,0,0.502,6.20583,134480.0,0.2001,89.54,5518.2,1,0.0,012/012644/012644769/dv/kplr012644769-20160209194854_dvr.pdf,4451,4.654,0.62,0.633,,11.762,0,12644769,train,0
FALSE POSITIVE,21.85896329,151.2628164,2454984.263,0,0.969,6.32492,117110.0,0.1645,88.18,2951.2,1,0.0728,004/004252/004252226/dv/kplr004252226-20160209194854_dvr.pdf,5923,3.904,2.06,1.242,,13.916,0,4252226,train,0
CANDIDATE,2.60720833,131.84844,2454964.848,0,0.644,2.6452,3149.7,0.04,84.17,185.3,1,0.9889,005/005008/005008245/dv/kplr005008245-20160209194854_dvr.pdf,6366,4.352,1.236,1.257,,14.103,1,5008245,train,1
CANDIDATE,53.71798494,208.08042,2455041.08,0,0.93,4.104,3153.5,0.4274,88.98,103.0,1,0.0357,007/007504/007504328/dv/kplr007504328-20160209194854_dvr.pdf,4959,2.332,21.449,3.601,,14.708,1,7504328,train,1
FALSE POSITIVE,6.882686062,134.052302,2454967.052,0,0.399,5.47323,373660.0,0.0708,88.45,2842.2,1,-1.0,011/011704/011704044/dv/kplr011704044-20160209194854_dvr.pdf,5704,4.483,0.948,0.996,,15.749,0,11704044,train,0
FALSE POSITIVE,21.92866538,135.528574,2454968.529,0,0.931,9.7526,22178.0,0.1526,85.9,664.6,1,0.7185,004/004769/004769799/dv/kplr004769799-20160209194854_dvr.pdf,5001,3.469,3.028,0.985,,10.946,0,4769799,train,0
FALSE POSITIVE,48.11881255,170.8396102,2455003.84,0,1.079,5.27958,69851.0,0.2549,89.12,2145.1,1,0.0,009/009164/009164836/dv/kplr009164836-20160209194854_dvr.pdf,6003,4.536,0.872,0.952,,14.474,0,9164836,train,0
FALSE POSITIVE,20.88212542,146.5689626,2454979.569,0,0.743,8.03365,233450.0,0.1542,88.45,3506.5,1,0.0,007/007122/007122259/dv/kplr007122259-20160209194854_dvr.pdf,6335,4.427,1.072,1.12,,15.6,0,7122259,train,0
FALSE POSITIVE,22.47049437,143.284831,2454976.285,0,0.86,7.39097,45979.0,0.1427,87.67,2393.2,1,0.712,008/008559/008559863/dv/kplr008559863-20160209194854_dvr.pdf,5315,4.636,0.697,0.772,,12.723,0,8559863,train,0
FALSE POSITIVE,2.17491508,131.93954,2454964.94,0,0.719,8.4418,635410.0,0.0364,79.86,1572.0,1,-1.0,009/009108/009108058/dv/kplr009108058-20160209194854_dvr.pdf,6792,4.143,1.636,1.364,,14.281,0,9108058,train,0
CANDIDATE,42.88247951,203.6483,2455036.648,0,0.391,9.7471,408.9,0.2578,89.29,112.2,2,0.3974,008/008494/008494142/dv/kplr008494142-20160209194854_dvr.pdf,6143,4.039,1.763,1.24,,11.931,1,8494142,train,1
FALSE POSITIVE,0.597933142,131.95669,2454964.957,0,0.634,3.47133,284380.0,0.0139,73.21,1490.3,1,-1.0,005/005649/005649836/dv/kplr005649836-20160209194854_dvr.pdf,5780,4.438,1.0,1.0,,16.377,0,5649836,train,0
CANDIDATE,4.973455252,170.885791,2455003.886,0,0.817,1.6519,741.6,0.0536,86.75,65.4,2,0.1972,002/002438/002438264/dv/kplr002438264-20160209194854_dvr.pdf,5097,4.554,0.797,0.829,,14.172,1,2438264,train,1
FALSE POSITIVE,56.04809669,159.1678042,2454992.168,0,1.161,4.04427,53726.0,0.2584,89.34,1003.7,1,0.9057,010/010798/010798605/dv/kplr010798605-20160209194854_dvr.pdf,5222,4.518,0.78,0.73,,14.967,0,10798605,train,0
CANDIDATE,0.644322147,131.954907,2454964.955,0,1.3275,0.893,1076.6,0.0124,53.29,79.6,1,,,5136,4.648,0.612,0.608,,14.999,1,5436161,train,1
FALSE POSITIVE,7.698431197,137.868033,2454970.868,0,1.149,5.43677,42549.0,0.0738,83.12,942.6,1,0.4194,004/004067/004067549/dv/kplr004067549-20160209194854_dvr.pdf,5774,4.508,0.876,0.903,,15.451,0,4067549,train,0
CANDIDATE,217.8318429,238.820035,2455071.82,0,0.004,21.306,9148.7,0.7545,90.0,1244.4,2,0.72,002/002581/002581316/dv/kplr002581316-20160209194854_dvr.pdf,6259,4.385,1.167,1.21,,11.69,1,2581316,train,1
FALSE POSITIVE,39.8415229,168.1412318,2455001.141,0,0.902,8.79024,143680.0,0.2543,88.77,4421.6,1,0.0085,002/002693/002693092/dv/kplr002693092-20160209194854_dvr.pdf,6078,3.946,2.07,1.38,,12.003,0,2693092,train,0
CANDIDATE,0.567856484,134.063088,2454967.063,0,0.324,1.0258,334.8,0.0125,85.49,53.8,1,0.9971,006/006934/006934291/dv/kplr006934291-20160209194854_dvr.pdf,5073,4.483,0.853,0.806,,15.055,1,6934291,train,1
FALSE POSITIVE,10.36855269,132.718439,2454965.718,0,0.978,4.37878,153230.0,0.0882,87.54,3170.1,1,0.4408,011/011619/011619964/dv/kplr011619964-20160209194854_dvr.pdf,5855,4.418,0.944,0.852,,14.545,0,11619964,train,0
CANDIDATE,24.3110031,137.0394,2454970.039,0,0.146,8.7682,184.4,0.169,89.61,48.9,4,0.8547,005/005511/005511081/dv/kplr005511081-20160209194854_dvr.pdf,5951,4.017,1.693,1.086,,12.119,1,5511081,train,1
CANDIDATE,21.76129812,166.540438,2454999.54,0,0.123,1.243,1300.7,0.1401,89.95,60.0,1,0.2119,001/001026/001026957/dv/kplr001026957-20160209194854_dvr.pdf,4859,4.612,0.72,0.781,,12.559,1,1026957,train,1
CANDIDATE,76.13622222,199.476237,2455032.476,0,0.044,7.9393,2949.5,0.3403,89.97,339.4,1,0.9594,012/012403/012403119/dv/kplr012403119-20160209194854_dvr.pdf,5591,4.494,0.892,0.904,,12.45,1,12403119,train,1
CANDIDATE,11.51517167,174.85855,2455007.859,0,0.311,2.006,1357.4,0.0965,89.59,53.2,1,0.661,009/009512/009512687/dv/kplr009512687-20160209194854_dvr.pdf,5177,4.59,0.798,0.91,,15.386,1,9512687,train,1
CANDIDATE,69.8347983,168.78436,2455001.784,0,0.672,8.262,266.6,0.4019,89.22,46.8,1,0.5547,007/007287/007287683/dv/kplr007287683-20160209194854_dvr.pdf,7732,4.075,2.022,1.774,,12.02,1,7287683,train,1
CANDIDATE,394.6249514,177.84534,2455010.845,0,0.336,24.108,2013.3,1.1088,89.84,234.6,1,0.1407,011/011027/011027624/dv/kplr011027624-20160209194854_dvr.pdf,5910,4.03,1.727,1.164,,12.849,1,11027624,train,1
CANDIDATE,4.182001885,172.789576,2455005.79,0,0.015,2.2209,847.4,0.0503,89.94,160.3,1,0.365,009/009702/009702072/dv/kplr009702072-20160209194854_dvr.pdf,5328,4.551,0.865,0.971,,13.393,1,9702072,train,1
FALSE POSITIVE,15.92699063,144.4526221,2454977.453,0,1.368,11.5142,394230.0,0.1066,86.06,3458.3,1,0.8937,009/009291/009291748/dv/kplr009291748-20160209194854_dvr.pdf,5191,4.615,0.65,0.635,,15.538,0,9291748,train,0
FALSE POSITIVE,15.44605962,145.5341274,2454978.534,0,0.3,4.5963,330910.0,0.1211,89.56,2025.2,1,-1.0,008/008111/008111622/dv/kplr008111622-20160209194854_dvr.pdf,5838,4.529,0.897,0.992,,15.488,0,8111622,train,0
CANDIDATE,1.682695938,170.453117,2455003.453,0,0.025,1.3867,703.8,0.0219,89.85,75.4,1,0.2651,010/010388/010388286/dv/kplr010388286-20160209194854_dvr.pdf,3669,4.787,0.47,0.494,,14.818,1,10388286,train,1
FALSE POSITIVE,1.341078755,131.8392432,2454964.839,0,0.309,3.86492,112150.0,0.025,84.9,1829.3,1,0.0064,003/003851/003851193/dv/kplr003851193-20160209194854_dvr.pdf,6368,4.323,1.225,1.151,,13.682,0,3851193,train,0
FALSE POSITIVE,2.302365255,132.4231,2454965.423,0,1.1,23.88,62160.0,0.0344,40.96,468.4,1,-1.0,004/004909/004909707/dv/kplr004909707-20160209194854_dvr.pdf,5948,4.269,1.229,1.025,,10.691,0,4909707,train,0
CANDIDATE,21.3851584,178.78285,2455011.783,0,0.518,4.0819,663.9,0.1409,89.16,67.3,1,0.6016,009/009578/009578686/dv/kplr009578686-20160209194854_dvr.pdf,5376,4.516,0.825,0.814,,13.94,1,9578686,train,1
FALSE POSITIVE,31.9733117,133.867225,2454966.867,0,1.35,13.2105,75054.0,0.2502,86.09,1554.1,1,0.0005,008/008560/008560861/dv/kplr008560861-20160209194854_dvr.pdf,7854,3.669,3.462,2.039,,8.5,0,8560861,train,0
FALSE POSITIVE,7.964440392,136.194674,2454969.195,0,0.001,9.1701,68454.0,0.0693,90.0,693.8,1,0.0916,009/009576/009576197/dv/kplr009576197-20160209194854_dvr.pdf,5250,4.548,0.736,0.698,,14.641,0,9576197,train,0
FALSE POSITIVE,44.14579777,167.392037,2455000.392,0,0.864,4.088,224230.0,0.237,89.57,434.9,1,0.8569,012/012643/012643582/dv/kplr012643582-20160209194854_dvr.pdf,5876,4.492,0.896,0.91,,16.442,0,12643582,train,0
CANDIDATE,6.312508525,132.654418,2454965.654,0,0.029,2.7455,1286.0,0.0561,89.91,112.5,2,0.8566,004/004249/004249725/dv/kplr004249725-20160209194854_dvr.pdf,4090,4.696,0.571,0.591,,14.735,1,4249725,train,1
